id,lat,lng,station,source,aqi,pm25,pm10,co,no2,so2,rh,temperature,windSpeed,timestamp,severity,description
dust_012,28.639283,77.298179,Open Ground A,dust,220,117.6,297.6,1.46,40,6.9,17,35.1,4.5,2025-07-23T02:00:00.000Z,very_high,Open Ground A - Large unpaved area with loose soil
dust_013,28.631764,77.332845,Vacant Plot B,dust,149,103.4,202.5,0.94,22.7,15.3,18,36.6,4.6,2025-07-23T02:00:00.000Z,moderate,Vacant Plot B - Vacant plot with exposed soil and debris
dust_014,28.634682,77.31235,Quarry Site C,dust,154,123.1,308.9,0.41,19,7.2,22,33.7,3.5,2025-07-23T02:00:00.000Z,high,Quarry Site C - Quarry site with crushing operations
dust_015,28.647421,77.316557,Unpaved Area D,dust,191,133.2,409.3,0.7,43.2,9.2,22,33,4,2025-07-23T02:00:00.000Z,high,Unpaved Area D - Open area with construction debris
dust_016,28.639001,77.336353,Demolished Building Site E,dust,120,95,209.9,1,16.2,4,28,35,3.5,2025-07-23T02:00:00.000Z,moderate,Demolished Building Site E - Large unpaved area with loose soil
construction_001,28.639331,77.321066,Metro Construction A,construction,136,124,216.6,2.11,38.1,10.5,13,39.4,4.2,2025-07-23T03:00:00.000Z,moderate,Metro Construction A - Metro construction with heavy machinery
construction_002,28.637321,77.31774,Building Project B,construction,127,58.6,210.9,1.48,37.5,15.8,22,40.4,4.8,2025-07-23T03:00:00.000Z,moderate,Building Project B - Building project with dust and emissions
construction_003,28.646975,77.296802,Highway Expansion C,construction,200,141.8,330.4,1.76,61,22.9,16,40.3,2.9,2025-07-23T03:00:00.000Z,high,Highway Expansion C - Highway expansion with earthmoving equipment
construction_004,28.649373,77.318493,Active Construction D,construction,140,115.5,287.6,2.3,60,23.9,18,39.5,2.8,2025-07-23T03:00:00.000Z,moderate,Active Construction D - Active construction site with concrete mixing
construction_005,28.642822,77.301762,Industrial Building Site E,construction,167,82.7,301.7,2.31,47.2,18.5,24,38.9,3,2025-07-23T03:00:00.000Z,high,Industrial Building Site E - Metro construction with heavy machinery
vehicle_006,28.627293,77.321795,Bus Terminal A,vehicle,261,165.4,265.7,7.2,71.7,40.4,26,37.7,3.9,2025-07-23T03:00:00.000Z,very_high,Bus Terminal A - Major bus terminal with heavy traffic congestion
vehicle_007,28.643984,77.306297,Traffic Junction B,vehicle,175,218.5,213.1,5.84,140.7,40.6,31,37.2,4.1,2025-07-23T03:00:00.000Z,high,Traffic Junction B - Traffic junction with high vehicle density
vehicle_008,28.653835,77.327941,Highway Monitor C,vehicle,224,84.9,118.4,3.35,85.6,33.8,26,40.1,5.4,2025-07-23T03:00:00.000Z,very_high,Highway Monitor C - Highway monitoring point with diesel emissions
vehicle_009,28.640311,77.31886,Parking Complex D,vehicle,276,166.8,347.9,5.44,121.3,31.9,29,38.1,5,2025-07-23T03:00:00.000Z,very_high,Parking Complex D - Parking complex with vehicle idling
vehicle_010,28.647926,77.326581,Bus Terminal E,vehicle,361,233.6,233.7,5.19,74.2,45.1,17,37.7,4.6,2025-07-23T03:00:00.000Z,hazardous,Bus Terminal E - Major bus terminal with heavy traffic congestion
vehicle_011,28.632492,77.299992,Traffic Junction F,vehicle,204,196.4,175.1,6.73,151,51.7,14,38.2,2.8,2025-07-23T03:00:00.000Z,very_high,Traffic Junction F - Traffic junction with high vehicle density
dust_012,28.639283,77.298179,Open Ground A,dust,164,147.1,316.5,1.17,30.6,14.2,16,38.5,5.3,2025-07-23T03:00:00.000Z,high,Open Ground A - Large unpaved area with loose soil
dust_013,28.631764,77.332845,Vacant Plot B,dust,143,138.6,405.2,1.32,26.8,11.2,26,38.9,4.8,2025-07-23T03:00:00.000Z,moderate,Vacant Plot B - Vacant plot with exposed soil and debris
dust_014,28.634682,77.31235,Quarry Site C,dust,155,194.2,309.6,1.08,21.1,6.8,28,40,2.7,2025-07-23T03:00:00.000Z,high,Quarry Site C - Quarry site with crushing operations
dust_015,28.647421,77.316557,Unpaved Area D,dust,134,120.1,195.5,0.83,17.9,8.7,28,40,4.2,2025-07-23T03:00:00.000Z,moderate,Unpaved Area D - Open area with construction debris
dust_016,28.639001,77.336353,Demolished Building Site E,dust,105,134.6,191.4,0.54,19.4,5.9,25,39.6,5.2,2025-07-23T03:00:00.000Z,moderate,Demolished Building Site E - Large unpaved area with loose soil
construction_001,28.639331,77.321066,Metro Construction A,construction,395,270,621.5,4.17,110.4,24.5,27,42.7,4.2,2025-07-23T04:00:00.000Z,hazardous,Metro Construction A - Metro construction with heavy machinery
construction_002,28.637321,77.31774,Building Project B,construction,351,140.8,670.9,2.27,122.8,20.3,22,43.4,4.2,2025-07-23T04:00:00.000Z,hazardous,Building Project B - Building project with dust and emissions
construction_003,28.646975,77.296802,Highway Expansion C,construction,300,179.3,454.7,3.16,150.3,34.6,26,40.5,5,2025-07-23T04:00:00.000Z,very_high,Highway Expansion C - Highway expansion with earthmoving equipment
construction_004,28.649373,77.318493,Active Construction D,construction,365,226.7,531.8,5.03,136.7,40.4,13,38.9,2.9,2025-07-23T04:00:00.000Z,hazardous,Active Construction D - Active construction site with concrete mixing
construction_005,28.642822,77.301762,Industrial Building Site E,construction,409,167.5,672.2,1.88,134.5,20.9,19,40.6,3.3,2025-07-23T04:00:00.000Z,hazardous,Industrial Building Site E - Metro construction with heavy machinery
vehicle_006,28.627293,77.321795,Bus Terminal A,vehicle,206,220,227.9,6.49,159,43.6,28,40,4.2,2025-07-23T04:00:00.000Z,very_high,Bus Terminal A - Major bus terminal with heavy traffic congestion
vehicle_007,28.643984,77.306297,Traffic Junction B,vehicle,322,145.2,146.5,4.67,111.1,53.6,9,41.8,3.3,2025-07-23T04:00:00.000Z,hazardous,Traffic Junction B - Traffic junction with high vehicle density
vehicle_008,28.653835,77.327941,Highway Monitor C,vehicle,314,170.5,215.5,7.39,104.1,26.5,17,41.8,4.4,2025-07-23T04:00:00.000Z,hazardous,Highway Monitor C - Highway monitoring point with diesel emissions
vehicle_009,28.640311,77.31886,Parking Complex D,vehicle,258,121.5,205.4,7.69,94,40.1,21,41.5,3,2025-07-23T04:00:00.000Z,very_high,Parking Complex D - Parking complex with vehicle idling
vehicle_010,28.647926,77.326581,Bus Terminal E,vehicle,229,131,302.6,5.5,168.8,48.5,21,42.8,3.2,2025-07-23T04:00:00.000Z,very_high,Bus Terminal E - Major bus terminal with heavy traffic congestion
vehicle_011,28.632492,77.299992,Traffic Junction F,vehicle,355,141.7,275.9,4.64,103.2,45.9,19,43.1,4.6,2025-07-23T04:00:00.000Z,hazardous,Traffic Junction F - Traffic junction with high vehicle density
dust_012,28.639283,77.298179,Open Ground A,dust,136,74.8,235.8,1.04,19.3,4.1,14,42.8,4.4,2025-07-23T04:00:00.000Z,moderate,Open Ground A - Large unpaved area with loose soil
dust_013,28.631764,77.332845,Vacant Plot B,dust,211,110.1,378,0.65,24.7,8.6,12,43.1,3.1,2025-07-23T04:00:00.000Z,very_high,Vacant Plot B - Vacant plot with exposed soil and debris
dust_014,28.634682,77.31235,Quarry Site C,dust,180,155.4,280,0.93,31.3,9.5,11,41.3,4,2025-07-23T04:00:00.000Z,high,Quarry Site C - Quarry site with crushing operations
dust_015,28.647421,77.316557,Unpaved Area D,dust,189,174.8,246.3,0.77,41.9,8.7,27,43,5.5,2025-07-23T04:00:00.000Z,high,Unpaved Area D - Open area with construction debris
dust_016,28.639001,77.336353,Demolished Building Site E,dust,157,176.3,347.6,0.8,21.7,14.4,11,41.6,2.9,2025-07-23T04:00:00.000Z,high,Demolished Building Site E - Large unpaved area with loose soil
construction_001,28.639331,77.321066,Metro Construction A,construction,352,168.7,508.3,2.85,102.7,17.8,18,41.3,3.2,2025-07-23T05:00:00.000Z,hazardous,Metro Construction A - Metro construction with heavy machinery
construction_002,28.637321,77.31774,Building Project B,construction,254,269.4,468.3,2.71,70.7,36.2,11,44.4,5.1,2025-07-23T05:00:00.000Z,very_high,Building Project B - Building project with dust and emissions
construction_003,28.646975,77.296802,Highway Expansion C,construction,265,186,287.3,3.92,97.5,27,8,41.2,5.2,2025-07-23T05:00:00.000Z,very_high,Highway Expansion C - Highway expansion with earthmoving equipment
construction_004,28.649373,77.318493,Active Construction D,construction,324,193.1,653.7,4.42,81.4,38.9,8,44.7,2.8,2025-07-23T05:00:00.000Z,hazardous,Active Construction D - Active construction site with concrete mixing
construction_005,28.642822,77.301762,Industrial Building Site E,construction,218,271.2,330.7,2.19,93.4,31.7,17,44.4,4.3,2025-07-23T05:00:00.000Z,very_high,Industrial Building Site E - Metro construction with heavy machinery
vehicle_006,28.627293,77.321795,Bus Terminal A,vehicle,123,73.9,86.8,2.86,48.6,15.4,26,43.8,4.3,2025-07-23T05:00:00.000Z,moderate,Bus Terminal A - Major bus terminal with heavy traffic congestion
vehicle_007,28.643984,77.306297,Traffic Junction B,vehicle,133,106.4,125,3.87,82.3,24,14,44.1,5.1,2025-07-23T05:00:00.000Z,moderate,Traffic Junction B - Traffic junction with high vehicle density
vehicle_008,28.653835,77.327941,Highway Monitor C,vehicle,128,101.1,157.5,2.08,68.2,28.3,25,44.3,5,2025-07-23T05:00:00.000Z,moderate,Highway Monitor C - Highway monitoring point with diesel emissions
vehicle_009,28.640311,77.31886,Parking Complex D,vehicle,133,100.3,127,4.07,54.2,16.1,7,41.1,5.2,2025-07-23T05:00:00.000Z,moderate,Parking Complex D - Parking complex with vehicle idling
vehicle_010,28.647926,77.326581,Bus Terminal E,vehicle,136,109.7,161.4,3.77,53.7,19.3,11,42.8,3.1,2025-07-23T05:00:00.000Z,moderate,Bus Terminal E - Major bus terminal with heavy traffic congestion
vehicle_011,28.632492,77.299992,Traffic Junction F,vehicle,181,137.2,165.1,4.14,76.3,16.1,24,45.9,3.8,2025-07-23T05:00:00.000Z,high,Traffic Junction F - Traffic junction with high vehicle density
dust_012,28.639283,77.298179,Open Ground A,dust,208,114.7,306.5,1.07,35.3,11.3,14,43.8,4.2,2025-07-23T05:00:00.000Z,very_high,Open Ground A - Large unpaved area with loose soil
dust_013,28.631764,77.332845,Vacant Plot B,dust,229,178.1,323.5,0.81,20.2,6.1,7,41.2,3.8,2025-07-23T05:00:00.000Z,very_high,Vacant Plot B - Vacant plot with exposed soil and debris
dust_014,28.634682,77.31235,Quarry Site C,dust,198,125.4,260.6,0.5,39.8,13.5,16,45,5.4,2025-07-23T05:00:00.000Z,high,Quarry Site C - Quarry site with crushing operations
dust_015,28.647421,77.316557,Unpaved Area D,dust,221,185.5,325.6,0.94,43,6.6,24,43.3,5.6,2025-07-23T05:00:00.000Z,very_high,Unpaved Area D - Open area with construction debris
dust_016,28.639001,77.336353,Demolished Building Site E,dust,122,80.2,300.9,0.53,26.4,8.6,17,43.7,4.2,2025-07-23T05:00:00.000Z,moderate,Demolished Building Site E - Large unpaved area with loose soil
construction_001,28.639331,77.321066,Metro Construction A,construction,298,255.5,597.2,3.66,128.6,42,20,44.3,4.5,2025-07-23T06:00:00.000Z,very_high,Metro Construction A - Metro construction with heavy machinery
construction_002,28.637321,77.31774,Building Project B,construction,296,245.6,449.6,2.98,140.7,16.4,5,44.9,3.4,2025-07-23T06:00:00.000Z,very_high,Building Project B - Building project with dust and emissions
construction_003,28.646975,77.296802,Highway Expansion C,construction,159,177.6,183.1,1.27,74.6,25.1,20,44.2,4.4,2025-07-23T06:00:00.000Z,high,Highway Expansion C - Highway expansion with earthmoving equipment
construction_004,28.649373,77.318493,Active Construction D,construction,242,239.9,493,3.2,95.4,43.5,8,44.1,4.7,2025-07-23T06:00:00.000Z,very_high,Active Construction D - Active construction site with concrete mixing
construction_005,28.642822,77.301762,Industrial Building Site E,construction,171,147.2,265.1,1.9,56.8,30.5,22,47.2,5.5,2025-07-23T06:00:00.000Z,high,Industrial Building Site E - Metro construction with heavy machinery
vehicle_006,28.627293,77.321795,Bus Terminal A,vehicle,195,65.3,158.6,3.22,64.5,28.3,13,45.5,3.3,2025-07-23T06:00:00.000Z,high,Bus Terminal A - Major bus terminal with heavy traffic congestion
vehicle_007,28.643984,77.306297,Traffic Junction B,vehicle,149,108.5,160.9,2.74,83.8,24.1,18,44.6,5.1,2025-07-23T06:00:00.000Z,moderate,Traffic Junction B - Traffic junction with high vehicle density
vehicle_008,28.653835,77.327941,Highway Monitor C,vehicle,163,130.6,90.4,2.44,69.1,27.1,9,46.5,4.6,2025-07-23T06:00:00.000Z,high,Highway Monitor C - Highway monitoring point with diesel emissions
vehicle_009,28.640311,77.31886,Parking Complex D,vehicle,172,78.9,86.6,3.06,89,27.3,23,42.7,4.9,2025-07-23T06:00:00.000Z,high,Parking Complex D - Parking complex with vehicle idling
vehicle_010,28.647926,77.326581,Bus Terminal E,vehicle,212,77.3,95.7,3.67,86.7,20.5,12,46.9,5.1,2025-07-23T06:00:00.000Z,very_high,Bus Terminal E - Major bus terminal with heavy traffic congestion
vehicle_011,28.632492,77.299992,Traffic Junction F,vehicle,180,118.5,155,2.54,50.2,22,23,43.4,2.9,2025-07-23T06:00:00.000Z,high,Traffic Junction F - Traffic junction with high vehicle density
dust_012,28.639283,77.298179,Open Ground A,dust,203,186.8,302.2,1.06,21.2,13.6,17,43.9,2.9,2025-07-23T06:00:00.000Z,very_high,Open Ground A - Large unpaved area with loose soil
dust_013,28.631764,77.332845,Vacant Plot B,dust,174,190.4,254.1,1.21,28.3,14.1,22,45.4,3.3,2025-07-23T06:00:00.000Z,high,Vacant Plot B - Vacant plot with exposed soil and debris
dust_014,28.634682,77.31235,Quarry Site C,dust,190,109.6,437.3,1.28,31.9,11.3,15,46.4,5.7,2025-07-23T06:00:00.000Z,high,Quarry Site C - Quarry site with crushing operations
dust_015,28.647421,77.316557,Unpaved Area D,dust,168,191.9,389,0.83,35.1,7.5,17,45.5,5.2,2025-07-23T06:00:00.000Z,high,Unpaved Area D - Open area with construction debris
dust_016,28.639001,77.336353,Demolished Building Site E,dust,154,174.2,267.6,1.45,21.9,6.7,13,43.2,4.2,2025-07-23T06:00:00.000Z,high,Demolished Building Site E - Large unpaved area with loose soil
construction_001,28.639331,77.321066,Metro Construction A,construction,350,309.5,322.1,4.62,81.4,15.3,15,46.7,4.8,2025-07-23T07:00:00.000Z,hazardous,Metro Construction A - Metro construction with heavy machinery
construction_002,28.637321,77.31774,Building Project B,construction,359,298.2,542.6,3.75,113.8,30.8,18,44.8,3.9,2025-07-23T07:00:00.000Z,hazardous,Building Project B - Building project with dust and emissions
construction_003,28.646975,77.296802,Highway Expansion C,construction,397,264.8,398.4,2.82,65.9,36.5,11,44.3,4.1,2025-07-23T07:00:00.000Z,hazardous,Highway Expansion C - Highway expansion with earthmoving equipment
construction_004,28.649373,77.318493,Active Construction D,construction,375,226,446.1,4.3,149.7,38.4,19,45,3.8,2025-07-23T07:00:00.000Z,hazardous,Active Construction D - Active construction site with concrete mixing
construction_005,28.642822,77.301762,Industrial Building Site E,construction,202,162.2,344.3,2.01,95.6,12.4,6,45.6,4.8,2025-07-23T07:00:00.000Z,very_high,Industrial Building Site E - Metro construction with heavy machinery
vehicle_006,28.627293,77.321795,Bus Terminal A,vehicle,204,72.4,90.4,2.37,42.5,23.6,8,48,3.1,2025-07-23T07:00:00.000Z,very_high,Bus Terminal A - Major bus terminal with heavy traffic congestion
vehicle_007,28.643984,77.306297,Traffic Junction B,vehicle,162,98.9,170.1,2.38,65.1,19.8,7,43.9,3,2025-07-23T07:00:00.000Z,high,Traffic Junction B - Traffic junction with high vehicle density
vehicle_008,28.653835,77.327941,Highway Monitor C,vehicle,134,119.5,109.9,4.09,53.4,29.8,22,44.1,3.1,2025-07-23T07:00:00.000Z,moderate,Highway Monitor C - Highway monitoring point with diesel emissions
vehicle_009,28.640311,77.31886,Parking Complex D,vehicle,141,77.2,120,2.46,71.1,16.4,4,46.4,5.3,2025-07-23T07:00:00.000Z,moderate,Parking Complex D - Parking complex with vehicle idling
vehicle_010,28.647926,77.326581,Bus Terminal E,vehicle,144,133.4,161.6,4.26,54.6,17.1,20,44.9,5.2,2025-07-23T07:00:00.000Z,moderate,Bus Terminal E - Major bus terminal with heavy traffic congestion
vehicle_011,28.632492,77.299992,Traffic Junction F,vehicle,123,87.3,138.4,3.55,64.6,24,14,44.5,3.4,2025-07-23T07:00:00.000Z,moderate,Traffic Junction F - Traffic junction with high vehicle density
dust_012,28.639283,77.298179,Open Ground A,dust,253,303.1,591.1,2.39,62.8,12.6,19,45.2,2.9,2025-07-23T07:00:00.000Z,very_high,Open Ground A - Large unpaved area with loose soil
dust_013,28.631764,77.332845,Vacant Plot B,dust,229,162.7,341.4,0.68,34.1,15.9,4,47.8,4.3,2025-07-23T07:00:00.000Z,very_high,Vacant Plot B - Vacant plot with exposed soil and debris
dust_014,28.634682,77.31235,Quarry Site C,dust,290,293,489.2,1.51,62.6,10.2,13,45.3,3.1,2025-07-23T07:00:00.000Z,very_high,Quarry Site C - Quarry site with crushing operations
dust_015,28.647421,77.316557,Unpaved Area D,dust,291,330,702.9,2.34,73.6,19.8,23,44.4,3.5,2025-07-23T07:00:00.000Z,very_high,Unpaved Area D - Open area with construction debris
dust_016,28.639001,77.336353,Demolished Building Site E,dust,307,247.6,381.2,2.75,72.1,23.9,10,44,3.4,2025-07-23T07:00:00.000Z,hazardous,Demolished Building Site E - Large unpaved area with loose soil
construction_001,28.639331,77.321066,Metro Construction A,construction,338,243.8,512,2.08,126.4,36.2,15,44.4,4.3,2025-07-23T08:00:00.000Z,hazardous,Metro Construction A - Metro construction with heavy machinery
construction_002,28.637321,77.31774,Building Project B,construction,271,217.7,414,5.58,105.6,46.7,13,42.7,4.5,2025-07-23T08:00:00.000Z,very_high,Building Project B - Building project with dust and emissions
construction_003,28.646975,77.296802,Highway Expansion C,construction,329,273.7,641.1,2.05,103,21.6,20,45.9,4.5,2025-07-23T08:00:00.000Z,hazardous,Highway Expansion C - Highway expansion with earthmoving equipment
construction_004,28.649373,77.318493,Active Construction D,construction,320,179,527.5,2.24,130.6,26,14,43.7,2.8,2025-07-23T08:00:00.000Z,hazardous,Active Construction D - Active construction site with concrete mixing
construction_005,28.642822,77.301762,Industrial Building Site E,construction,403,199.2,563.3,4.4,67.3,35.4,8,46.1,2.7,2025-07-23T08:00:00.000Z,hazardous,Industrial Building Site E - Metro construction with heavy machinery
vehicle_006,28.627293,77.321795,Bus Terminal A,vehicle,184,102.6,137.9,3.42,85.9,20.7,8,43.9,4.3,2025-07-23T08:00:00.000Z,high,Bus Terminal A - Major bus terminal with heavy traffic congestion
vehicle_007,28.643984,77.306297,Traffic Junction B,vehicle,172,103.6,153.1,3.43,57.1,20.8,21,43.1,5.5,2025-07-23T08:00:00.000Z,high,Traffic Junction B - Traffic junction with high vehicle density
vehicle_008,28.653835,77.327941,Highway Monitor C,vehicle,86,64.1,86.1,1.59,54.8,12,16,44.8,4.5,2025-07-23T08:00:00.000Z,moderate,Highway Monitor C - Highway monitoring point with diesel emissions
vehicle_009,28.640311,77.31886,Parking Complex D,vehicle,145,135.7,85,2.61,49.8,14.7,16,43.9,5.2,2025-07-23T08:00:00.000Z,moderate,Parking Complex D - Parking complex with vehicle idling
vehicle_010,28.647926,77.326581,Bus Terminal E,vehicle,77,45.2,141.2,2.29,35.4,11.3,4,45.8,4.2,2025-07-23T08:00:00.000Z,moderate,Bus Terminal E - Major bus terminal with heavy traffic congestion
vehicle_011,28.632492,77.299992,Traffic Junction F,vehicle,107,89.3,187.9,4.29,49.4,21.4,19,43.8,3.1,2025-07-23T08:00:00.000Z,moderate,Traffic Junction F - Traffic junction with high vehicle density
dust_012,28.639283,77.298179,Open Ground A,dust,339,330.8,351.3,2.44,46.3,12.4,6,44,3.2,2025-07-23T08:00:00.000Z,hazardous,Open Ground A - Large unpaved area with loose soil
dust_013,28.631764,77.332845,Vacant Plot B,dust,317,201.4,382,2.45,59.5,14.2,18,43.7,4.5,2025-07-23T08:00:00.000Z,hazardous,Vacant Plot B - Vacant plot with exposed soil and debris
dust_014,28.634682,77.31235,Quarry Site C,dust,350,264.6,656,2.02,56.4,13,6,45.4,2.7,2025-07-23T08:00:00.000Z,hazardous,Quarry Site C - Quarry site with crushing operations
dust_015,28.647421,77.316557,Unpaved Area D,dust,396,272.7,762.2,1.8,80,22.5,10,46.1,4.7,2025-07-23T08:00:00.000Z,hazardous,Unpaved Area D - Open area with construction debris
dust_016,28.639001,77.336353,Demolished Building Site E,dust,387,225.2,601.1,2.44,73.8,20.7,24,44.7,4.8,2025-07-23T08:00:00.000Z,hazardous,Demolished Building Site E - Large unpaved area with loose soil
construction_001,28.639331,77.321066,Metro Construction A,construction,325,279,593.8,3.97,159.8,18.6,14,43.1,3.7,2025-07-23T09:00:00.000Z,hazardous,Metro Construction A - Metro construction with heavy machinery
construction_002,28.637321,77.31774,Building Project B,construction,223,174.4,534.8,3.43,105.3,23.1,7,43.1,5.4,2025-07-23T09:00:00.000Z,very_high,Building Project B - Building project with dust and emissions
construction_003,28.646975,77.296802,Highway Expansion C,construction,236,288.7,573.3,4.12,60.5,18.5,19,41.8,3.3,2025-07-23T09:00:00.000Z,very_high,Highway Expansion C - Highway expansion with earthmoving equipment
construction_004,28.649373,77.318493,Active Construction D,construction,335,164.1,273.1,3.93,118,41.6,25,41.4,5.1,2025-07-23T09:00:00.000Z,hazardous,Active Construction D - Active construction site with concrete mixing
construction_005,28.642822,77.301762,Industrial Building Site E,construction,259,308.2,466.7,4.36,109.4,21.9,11,43.5,3.5,2025-07-23T09:00:00.000Z,very_high,Industrial Building Site E - Metro construction with heavy machinery
vehicle_006,28.627293,77.321795,Bus Terminal A,vehicle,156,123,92,3.63,67.7,28,26,44,5,2025-07-23T09:00:00.000Z,high,Bus Terminal A - Major bus terminal with heavy traffic congestion
vehicle_007,28.643984,77.306297,Traffic Junction B,vehicle,174,103.5,104.6,2.38,72.7,27.4,14,45.9,3.9,2025-07-23T09:00:00.000Z,high,Traffic Junction B - Traffic junction with high vehicle density
vehicle_008,28.653835,77.327941,Highway Monitor C,vehicle,120,65,97.7,1.38,42.7,17.7,22,42.3,4.6,2025-07-23T09:00:00.000Z,moderate,Highway Monitor C - Highway monitoring point with diesel emissions
vehicle_009,28.640311,77.31886,Parking Complex D,vehicle,169,67.4,187.5,4.03,45,20.1,20,44.4,3.2,2025-07-23T09:00:00.000Z,high,Parking Complex D - Parking complex with vehicle idling
vehicle_010,28.647926,77.326581,Bus Terminal E,vehicle,143,120.1,143.2,2.81,63.4,21.9,10,42.8,5.5,2025-07-23T09:00:00.000Z,moderate,Bus Terminal E - Major bus terminal with heavy traffic congestion
vehicle_011,28.632492,77.299992,Traffic Junction F,vehicle,134,61,96.1,3.04,84.8,19.6,7,41.2,3.8,2025-07-23T09:00:00.000Z,moderate,Traffic Junction F - Traffic junction with high vehicle density
dust_012,28.639283,77.298179,Open Ground A,dust,279,248.5,578.9,2.13,55.6,12.5,20,43.5,4,2025-07-23T09:00:00.000Z,very_high,Open Ground A - Large unpaved area with loose soil
dust_013,28.631764,77.332845,Vacant Plot B,dust,325,221.5,764.3,2.18,45.9,21.4,17,41.7,5,2025-07-23T09:00:00.000Z,hazardous,Vacant Plot B - Vacant plot with exposed soil and debris
dust_014,28.634682,77.31235,Quarry Site C,dust,372,269.1,757.6,2.6,58.1,24.5,23,45.9,2.9,2025-07-23T09:00:00.000Z,hazardous,Quarry Site C - Quarry site with crushing operations
dust_015,28.647421,77.316557,Unpaved Area D,dust,392,314.9,498.1,2.74,51.1,14.7,24,41.5,3.4,2025-07-23T09:00:00.000Z,hazardous,Unpaved Area D - Open area with construction debris
dust_016,28.639001,77.336353,Demolished Building Site E,dust,286,289.7,384.5,2.59,71,22.9,11,45.8,4.9,2025-07-23T09:00:00.000Z,very_high,Demolished Building Site E - Large unpaved area with loose soil
construction_001,28.639331,77.321066,Metro Construction A,construction,219,113.7,412.1,1.39,41.9,23.4,24,43.6,4.3,2025-07-23T10:00:00.000Z,very_high,Metro Construction A - Metro construction with heavy machinery
construction_002,28.637321,77.31774,Building Project B,construction,264,223.1,399.2,1.98,95.9,27.5,23,41.3,3.8,2025-07-23T10:00:00.000Z,very_high,Building Project B - Building project with dust and emissions
construction_003,28.646975,77.296802,Highway Expansion C,construction,341,257,472.1,1.82,112.1,38.3,13,42.1,3.4,2025-07-23T10:00:00.000Z,hazardous,Highway Expansion C - Highway expansion with earthmoving equipment
construction_004,28.649373,77.318493,Active Construction D,construction,353,259.8,661.1,2.27,137.1,14.7,17,41,5.7,2025-07-23T10:00:00.000Z,hazardous,Active Construction D - Active construction site with concrete mixing
construction_005,28.642822,77.301762,Industrial Building Site E,construction,361,229.6,503.3,2.72,89.7,17.1,24,42.4,3.8,2025-07-23T10:00:00.000Z,hazardous,Industrial Building Site E - Metro construction with heavy machinery
vehicle_006,28.627293,77.321795,Bus Terminal A,vehicle,130,69.7,157.5,2.86,67.3,16,22,43.5,3.3,2025-07-23T10:00:00.000Z,moderate,Bus Terminal A - Major bus terminal with heavy traffic congestion
vehicle_007,28.643984,77.306297,Traffic Junction B,vehicle,159,106.6,153.4,3.98,54.7,21.9,15,43.6,4,2025-07-23T10:00:00.000Z,high,Traffic Junction B - Traffic junction with high vehicle density
vehicle_008,28.653835,77.327941,Highway Monitor C,vehicle,194,119.6,125.1,3.08,66.9,17,21,42.3,3.3,2025-07-23T10:00:00.000Z,high,Highway Monitor C - Highway monitoring point with diesel emissions
vehicle_009,28.640311,77.31886,Parking Complex D,vehicle,107,60.7,116.6,2.84,29,16.9,25,39.8,4.2,2025-07-23T10:00:00.000Z,moderate,Parking Complex D - Parking complex with vehicle idling
vehicle_010,28.647926,77.326581,Bus Terminal E,vehicle,210,131.6,147.4,2.32,47.7,25.6,19,42.6,4,2025-07-23T10:00:00.000Z,very_high,Bus Terminal E - Major bus terminal with heavy traffic congestion
vehicle_011,28.632492,77.299992,Traffic Junction F,vehicle,186,66.6,191.6,2.95,47.5,21.3,29,41.1,4.6,2025-07-23T10:00:00.000Z,high,Traffic Junction F - Traffic junction with high vehicle density
dust_012,28.639283,77.298179,Open Ground A,dust,321,303.7,653.2,0.88,53.1,9.5,15,39,4.5,2025-07-23T10:00:00.000Z,hazardous,Open Ground A - Large unpaved area with loose soil
dust_013,28.631764,77.332845,Vacant Plot B,dust,311,230.1,396,0.9,57.6,11.9,13,41.5,4.7,2025-07-23T10:00:00.000Z,hazardous,Vacant Plot B - Vacant plot with exposed soil and debris
dust_014,28.634682,77.31235,Quarry Site C,dust,326,323,714.5,2.3,35,16.5,17,41.2,3.1,2025-07-23T10:00:00.000Z,hazardous,Quarry Site C - Quarry site with crushing operations
dust_015,28.647421,77.316557,Unpaved Area D,dust,294,289.6,479.1,1.8,59.4,23.6,18,39.5,3.2,2025-07-23T10:00:00.000Z,very_high,Unpaved Area D - Open area with construction debris
dust_016,28.639001,77.336353,Demolished Building Site E,dust,394,290.7,422.5,1.32,65.7,25.4,16,38.9,4.3,2025-07-23T10:00:00.000Z,hazardous,Demolished Building Site E - Large unpaved area with loose soil
construction_001,28.639331,77.321066,Metro Construction A,construction,371,347.7,661.5,3.96,136.3,18.8,24,36.6,4.9,2025-07-23T11:00:00.000Z,hazardous,Metro Construction A - Metro construction with heavy machinery
construction_002,28.637321,77.31774,Building Project B,construction,336,196.7,549.8,2.26,82.9,28.3,31,38.7,3.7,2025-07-23T11:00:00.000Z,hazardous,Building Project B - Building project with dust and emissions
construction_003,28.646975,77.296802,Highway Expansion C,construction,372,298.7,539,4.47,110.4,20.8,32,36.5,3,2025-07-23T11:00:00.000Z,hazardous,Highway Expansion C - Highway expansion with earthmoving equipment
construction_004,28.649373,77.318493,Active Construction D,construction,389,154,646,4.14,106.6,19.3,29,40,5.4,2025-07-23T11:00:00.000Z,hazardous,Active Construction D - Active construction site with concrete mixing
